id;codes;comentarios;impressaodiagnostica;status;statusData;organ;organData;order
129;CUDPPT;Corno uterino direito discretamente aumentado de tamanho, medindo <var1> cm, com paredes finas e irregulares, preenchida por pouca quantidade de conteúdo ecogênico.;Corno uterino direito: imagens ultrassonográficas são compatíveis com útero pós parto tardio, caso clinicamente indicado sugere-se acompanhamento.;ANORMAL;not_normal;ÚTERO;utero;0
128;UTPP;Corpo de útero discretamente aumentado de tamanho, medindo <var1> cm, com paredes finas e irregulares, preenchida por pouca quantidade de conteúdo ecogênico.;Útero: imagens ultrassonográficas são compatíveis com útero pós parto tardio, caso clinicamente indicado sugere-se acompanhamento.;ANORMAL;not_normal;ÚTERO;utero;0
127;CUE HID;corno uterino esquerdo aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino esquerdo: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
126;CUEHID;corno uterino esquerdo aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino esquerdo: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
125;CUD HID;corno uterino direito aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino direito: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
124;CUDHID;corno uterino direito aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino direito: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
123;BXGQDC;Grande quantidade de pontos ecogênicos em suspensão e depositados em parede dorsal.;Bexiga: grande quantidade de sedimentos urinários / debris celulares.;ANORMAL;not_normal;BEXIGA;bexiga;0
122;LLRCC;Nota-se em recesso cistocólico pouca quantidade de conteúdo anecogênico livre.;Pouca quantidade de líquido livre abdominal, podendo estar relacionada a reatividade processo inflamatório/infeccioso.;ANORMAL;not_normal;OUTROS;outros;0
121;PEPDC;CÓDIGO SEM DESCRIÇÃO - CASPER VAI PASSAR ATUALIZAÇÃO E ENTÃO ATUALIZAREI AQUI;;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
120;LLFIG;Nota-se quantidade de conteúdo anecogênico livre em fígado;Fígado: nota-se quantidade de líquido livre em fígado.;ANORMAL;not_normal;FÍGADO;figado;0
119;RECHI;formato mantido e localizado em topografia habitual, medindo <var1> cm de comprimento em plano dorsal. Com aumento de ecogenicidade de corticais. Não há evidências sonográficas de hidronefrose ou imagens compatíveis com cálculos.;Rim esquerdo: O aumento de ecogenicidade de cortical renal é compatível com a idade ou peso do paciente, porém frente, suspeita de nefropatia aguda, sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
118;RDCHI;formato mantido e localizado em topografia habitual, medindo <var1> cm de comprimento em plano dorsal. Com aumento de ecogenicidade de corticais. Não há evidências sonográficas de hidronefrose ou imagens compatíveis com cálculos.;Rim direito: O aumento de ecogenicidade de cortical renal é compatível com a idade ou peso do paciente, porém frente, suspeita de nefropatia aguda, sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
117;MFIG;Nota-se em fígado estrutura de característica massa, medindo <var1> cm x <var2> cm, bem delimitada, com ecogenicidade mista, porém, predominantemente hiperecóica. Margens irregulares e limites mal definidos.;;ANORMAL;not_normal;FÍGADO;figado;0
116;ADEAPCRA;aumentada de tamanho em polo cranial, medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);Adrenomegalia esquerda.;ANORMAL;not_normal;ADRENAL ESQUERDA;adrenal_esquerda;0
115;VBMEB;preenchida por adequada quantidade de conteúdo anecogênico em parede dorsal nota-se moderada quantidade de material ecogênico depositado em fundo.;Vesícula biliar: moderada quantidade de lama biliar, podendo estar relacionada a hipofunção motoraevem a alteração da composição da bile.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
114;TDAAR;Testículo direito aumentado de tamanho, e arredondado. - desc e imp a atualizar.;CORRIGIR DESCRIÇÃO E IMPRESSÃO DIAGNÓSTICA DE TDAAR;ANORMAL;not_normal;TESTÍCULOS;testiculos;0
113;PLLTD;Nota-se pouca quantidade de conteúdo anecogênico livre adjacente ao testículo direito.;Pouca quantidade de líquido livre adjacente ao testículo direito.;ANORMAL;not_normal;TESTÍCULOS;testiculos;0
112;PLLTE;Nota-se pouca quantidade de conteúdo anecogênico livre adjacente ao testículo esquerdo.;Pouca quantidade de líquido livre adjacente ao testículo esquerdo.;ANORMAL;not_normal;TESTÍCULOS;testiculos;0
111;TDEP;Testículo direito em bolsa escrotal com perda de sua linha mediastinal, epidídimo esquerdo aumentado medindo <var1> cm, heterogêneo e com a ecogenicidade mista.;Epididimite direita;ANORMAL;not_normal;TESTÍCULOS;testiculos;0
110;TEEP;Testículo esquerdo em bolsa escrotal com perda de sua linha mediastinal, epidídimo esquerdo aumentado medindo <var1> cm, heterogêneo e com a ecogenicidade mista.;Epididimite esquerda;ANORMAL;not_normal;TESTÍCULOS;testiculos;0
109;HMT;aumentado de tamanho, porém com forma, contorno e ecogenicidade preservadas. Parênquima heterogêneo apresentando pequenos pontos hipoecóicos multifocais de margens bem definidas e regulares.;"Esplenomegalia. 
Imagens ultrassonográficas esplênicas são sugestivas de hematopoiese extramedular, reatividade a processo inflamatório/infeccioso, não podendo descartar por completo processo neoplásico.";ANORMAL;not_normal;BAÇO;baco;3
108;BXCAAB;CALCULO EM BEXIGA APÓS BALOTAMENTO - DESC E IMP ATUALIZARÃO DEPOIS;CORRIGIR DESCRIÇÃO E IMPRESSÃO DIAGNÓSTICA DE BXCAAB;ANORMAL;not_normal;BEXIGA;bexiga;0
107;GENT;Intestino delgado preenchidas por conteúdo gasoso e mucoso, apresentando perda da estratificação parietal.;;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
105;RDPPD;rim direito com tamanho preservado, medindo <var1> cm, pouca perda da diferenciação corticomedular. Relação corticomedular preservada.;Não se descarta nefropatia. Caso clinicamente indicado, sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
104;BXCOAG;em parede dorsal nota-se estrutura amorfa, ecogênica, de limites mal definidos e irregulares, medindo <var1> cm.;Coágulo em bexiga.;ANORMAL;not_normal;BEXIGA;bexiga;0
103;LPEAEA;Lobo pancreático esquerdo aumentado de tamanho medindo <var1> cm, heterogêneo e com ecogenicidade aumentada.;Pâncreas: provável pancreatite crônica, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
102;VAG;canal vaginal apresentando paredes finas e regulares associado à pouca quantidade de conteúdo anecogênico, medindo <var1> cm.;Pouca quantidade de conteúdo em canal vaginal, podendo estar relacionado a processo inflamatório / infeccioso (vaginite).;ANORMAL;not_normal;ÚTERO;utero;0
101;ESTDIL;dilatado por conteúdo gasoso, mucoso e alimentar denso, medindo a estrutura densa <var1> cm, formando sombreamento acústico posterior, paredes de aspecto sonográfico mantido com padrão em camadas.;A estrutura caracterizada em estômago é compatível com conteúdo alimentar denso.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
100;CUE PIO;corno uterino esquerdo aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino esquerdo: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
99;CUEPIO;corno uterino esquerdo aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino esquerdo: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
98;CUD PIO;corno uterino direito aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino direito: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
97;CUDPIO;corno uterino direito aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino direito: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
96;LPEHIPER;Lobo pancreático esquerdo medindo <var1> cm, heterogêneo e com ecogenicidade aumentada.;Pâncreas: provável pancreatite crônica, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
95;ESTTRICO;com conteúdo luminal de padrão misto (gás e alimento), paredes de aspecto sonográfico mantido com padrão em camadas. Em fundo gástrico nota-se estrutura de superfície hiperecogênica formadora de discreto sombreamento acústico posterior medindo <var1> cm.;Estômago: provável tricobezoar (bola de pelo).;ANORMAL;not_normal;ESTÔMAGO;estomago;0
94;DUOE;Duodeno espessado, medindo <var1> cm, estratificação parietal preservada.;Aspectos ultrassonográficos de duodeno indicam processo inflamatório / infeccioso.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
93;DUOESP;Duodeno espessado, medindo <var1> cm, estratificação parietal preservada.;Aspectos ultrassonográficos de duodeno indicam processo inflamatório / infeccioso.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
92;UT PIO;Corpo de útero aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Útero: processo inflamatório / infeccioso (piometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
91;UTPIO;Corpo de útero aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Útero: processo inflamatório / infeccioso (piometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
90;UT;Corpo de útero dentro da normalidade, medindo <var1> cm, com ecotextura e ecogenicidade preservados.;;NORMAL;normal;ÚTERO;utero;0
89;UTPPINF;corpo de útero aumentado de tamanho medindo <var1> cm, preenchido por conteúdo ecogênico com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Útero: processo inflamatório / infeccioso (piometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
88;LPEA;lobo pancreático esquerdo aumentado de tamanho, medindo <var1> cm, homogêneo e com ecogenicidade dentro da normalidade.;Pâncreas: provável pancreatopatia, caso clinicamente indicado sugere-se exames complementares;ANORMAL;not_normal;PÂNCREAS;pancreas;0
87;JEJ11PP;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
86;TRICOBEZOAR;com conteúdo luminal de padrão misto (gás e alimento), paredes de aspecto sonográfico mantido com padrão em camadas. Em fundo gástrico nota-se estrutura de superfície hiperecogênica formadora de discreto sombreamento acústico posterior medindo <var1> cm.;Estômago: provável tricobezoar (bola de pelo).;ANORMAL;not_normal;ESTÔMAGO;estomago;0
85;TRICOBEZO;com conteúdo luminal de padrão misto (gás e alimento), paredes de aspecto sonográfico mantido com padrão em camadas. Em fundo gástrico nota-se estrutura de superfície hiperecogênica formadora de discreto sombreamento acústico posterior medindo <var1> cm.;Estômago: provável tricobezoar (bola de pelo).;ANORMAL;not_normal;ESTÔMAGO;estomago;0
84;BARNDN;Baço aumentado de tamanho, apresentando ecotextura heterogênea e ecogenicidade mista, com margens de discreta a moderadamente irregulares.;Baço: esplenomegalia. Reativo a processo inflamatório / infeccioso não podendo descartar por completo processo neoplásico.;ANORMAL;not_normal;BAÇO;baco;0
83;UTHIDRO;Corpo de útero aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Útero: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
82;CUDHIDRO;corno uterino direito aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino direito: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
81;CUD HIDRO;corno uterino direito aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino direito: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
80;CUEHIDRO;corno uterino esquerdo aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino esquerdo: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
79;CUE HIDRO;corno uterino esquerdo aumentado de tamanho medindo <var1> cm, preenchido por conteúdo anecogênico e com moderada quantidade de pontos ecogênicos em suspensão. Paredes espessas e irregulares.;Corno uterino esquerdo: provável processo inflamatório / infeccioso. (hidrometra/mucometra).;ANORMAL;not_normal;ÚTERO;utero;0
78;VBBD;repleta, paredes em borda dupla, ecogênicas, apresentando halo hipoecogênico central, com conteúdo anecogênico e homogêneo.;Vesícula biliar: o edema de parede tem como principais diferenciais: choque anafilático, hipoproteinemia, colecistite, anemia imunomediada ou problemas em tórax, como efusão pericárdica e/ou insuficiência cardíaca congestiva direita.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
77;ADDDIM;diminuída de tamanho, medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento).;Adrenal direita diminuída de tamanho.;ANORMAL;not_normal;ADRENAL DIREITA;adrenal_direita;71
76;FIGHIP;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade aumentada. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;O aumento da ecogenicidade hepática possui como principais diagnósticos diferenciais: esteatose, hepatopatia esteroidal.;ANORMAL;not_normal;FÍGADO;figado;0
75;BXCA;em parede dorsal nota-se estrutura de superfície hiperecóica, medindo <var1> cm, formando sombreamento acústico posterior.;Cálculo em bexiga.;ANORMAL;not_normal;BEXIGA;bexiga;0
74;FAR;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade diminuída. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;Hepatomegalia. Fígado reativo a processo inflamatório/infeccioso/toxêmico.;ANORMAL;not_normal;FÍGADO;figado;0
73;RDA;Aumentado de tamanho, medindo <var1> cm de comprimento em plano dorsal.;Nefromegalia direita podendo estar relacionada a nefropatia aguda.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
72;REA;Aumentado de tamanho, medindo <var1> cm de comprimento em plano dorsal.;Nefromegalia esquerda podendo estar relacionada a nefropatia aguda.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
71;PDHIDRO;Pelve renal dilatada evoluindo para processo de hidronefrose, medindo <var1> cm;Pielectasia direita evoluindo para hidronefrose.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
70;PEHIDRO;Pelve renal dilatada evoluindo para processo de hidronefrose, medindo <var1> cm;Pielectasia esquerda evoluindo para hidronefrose.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
69;EDCA;Estômago dilatado por conteúdo alimentar.;Estômago: dilatado por conteúdo alimentar. Caso clinicamente indicado, sugere-se acompanhamento.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
68;COLONE;parede espessada, medindo aproximadamente <var1> cm. Estratificação parietal mantida,;Cólon: processo inflamatório/infeccioso (colite).;ANORMAL;not_normal;CÓLON;colon;0
67;DUO;Duodeno medindo <var1> cm, com estratificação parietal preservada.;;NORMAL;normal;INTESTINO DELGADO;intestino_delgado;0
66;ESTINF;repleto por conteúdo gasoso e mucoso. Parede espessa em corpo gástrico (medindo aproximadamente cm) com estratificação parietal mantida.;Estômago: processo inflamatório / infeccioso (gastrite).;ANORMAL;not_normal;ESTÔMAGO;estomago;0
65;PD;Pelve renal dilatada, medindo <var1> cm.;Pielectasia direita.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
64;PE;Pelve renal dilatada, medindo <var1> cm.;Pielectasia Esquerda;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
63;ADEA;aumentada de tamanho, medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);Adrenomegalia esquerda.;ANORMAL;not_normal;ADRENAL ESQUERDA;adrenal_esquerda;0
62;ADDA;aumentada de tamanho, medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);Adrenomegalia direita.;ANORMAL;not_normal;ADRENAL DIREITA;adrenal_direita;0
61;VBCALC;repleta, paredes finas e ecogênicas com conteúdo anecogênico e homogêneo. Em parede dorsal nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm.;Cálculo em vesícula biliar.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
60;VB CALC;repleta, paredes finas e ecogênicas com conteúdo anecogênico e homogêneo. Em parede dorsal nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm.;Cálculo em vesícula biliar.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
59;CALC VB;repleta, paredes finas e ecogênicas com conteúdo anecogênico e homogêneo. Em parede dorsal nota-se estrutura hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm.;Cálculo em vesícula biliar.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
58;AEROFAGIA;repleto por conteúdo gasoso (aerofagia), paredes de aspecto sonográfico mantido com padrão em camadas.;Estômago: dilatado (aerofagia). Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
57;AERO;repleto por conteúdo gasoso (aerofagia), paredes de aspecto sonográfico mantido com padrão em camadas.;Estômago: dilatado (aerofagia). Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
56;AEROFAG;repleto por conteúdo gasoso (aerofagia), paredes de aspecto sonográfico mantido com padrão em camadas.;Estômago: dilatado (aerofagia). Caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
55;JEJ 11 POUCAS PORCOES;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
54;HEMATO;aumentado de tamanho, porém com forma, contorno e ecogenicidade preservadas. Parênquima heterogêneo apresentando pequenos pontos hipoecóicos multifocais de margens bem definidas e regulares.;"Esplenomegalia. 
Imagens ultrassonográficas esplênicas são sugestivas de hematopoiese extramedular, reatividade a processo inflamatório/infeccioso, não podendo descartar por completo processo neoplásico.";ANORMAL;not_normal;BAÇO;baco;0
53;HEMATOPOIESE;aumentado de tamanho, porém com forma, contorno e ecogenicidade preservadas. Parênquima heterogêneo apresentando pequenos pontos hipoecóicos multifocais de margens bem definidas e regulares.;"Esplenomegalia. 
Imagens ultrassonográficas esplênicas são sugestivas de hematopoiese extramedular, reatividade a processo inflamatório/infeccioso, não podendo descartar por completo processo neoplásico.";ANORMAL;not_normal;BAÇO;baco;0
52;GASTROENTERITE;Mesentério adjacente a intestino grosso hiperecoico.;;ANORMAL;not_normal;OUTROS;outros;0
51;GASTROENTERITE;Cólon ascendente, transverso e descendente dilatados conteúdo anecogênico, com paredes finas;;ANORMAL;not_normal;CÓLON;colon;0
50;GASTROENTERITE;Preenchido por conteúdo gasoso e mucoso, apresentando perda da estratificação parietal.;;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
49;GASTROENTERITE;dilatado por conteúdo anecogênico e mucoso. Parede espessa, com perda da estratificação parietal. Ausência de movimentos peristálticos.;Imagens ultrassonográficas de estômago, intestino delgado e grosso são compatíveis com importante processo inflamatório / infeccioso.;ANORMAL;not_normal;ESTÔMAGO;estomago;0
48;B+;aumentado de tamanho, margens discretamente arredondadas, porém, contorno, ecogenicidade e ecotextura preservadas.;Esplenomegalia;ANORMAL;not_normal;BAÇO;baco;0
47;BA;aumentado de tamanho, margens discretamente arredondadas, porém, contorno, ecogenicidade e ecotextura preservadas.;Esplenomegalia;ANORMAL;not_normal;BAÇO;baco;0
46;MUCOSA HIPER;Camada mucosa com aumento da ecogenicidade.;O aumento da ecogenicidade de camada mucosa pode ser um indicativo de processo inflamatório , porém não se descarta por completo linfangiectasia (rara em pacientes felinos).;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
45;JEJ11;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
44;JEJ 11;Poucas porções de jejuno apresentando camada muscular espessada, medindo <var1> cm, relação de 1:1 com camada mucosa, que mede <var2> cm.;Jejuno: provável processo infiltrativo em camada muscular, podendo estar relacionado à doença inflamatória intestinal e/ou processo neoplásico. Sugere-se exames complementares;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
43;ADD+;aumentada de tamanho, medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);Adrenomegalia direita;ANORMAL;not_normal;ADRENAL DIREITA;adrenal_direita;0
42;RDFCHI;formato mantido e localizado em topografia habitual, medindo <var1> cm de comprimento em plano dorsal. Com aumento de ecogenicidade de corticais. Não há evidências sonográficas de hidronefrose ou imagens compatíveis com cálculos.;Rim direito: O aumento de ecogenicidade de cortical renal é compatível com a idade ou peso do paciente, porém frente, suspeita de nefropatia aguda, sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;0
41;REFCHI;formato mantido e localizado em topografia habitual, medindo <var1> cm de comprimento em plano dorsal. Com aumento de ecogenicidade de corticais. Não há evidências sonográficas de hidronefrose ou imagens compatíveis com cálculos.;Rim esquerdo: O aumento de ecogenicidade de cortical renal é compatível com a idade ou peso do paciente, porém frente, suspeita de nefropatia aguda, sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;0
40;CISTITE;repleta por conteúdo anecogênico, com parede cranioventral espessadas e irregulares, medindo <var1> cm.;Bexiga: processo inflamatório/infeccioso (cistite).;ANORMAL;not_normal;BEXIGA;bexiga;0
39;ILEOESP;Íleo espessado, medindo <var1> cm, estratificação parietal preservada.;Aspectos ultrassonográficos de íleo indicam processo inflamatório / infeccioso.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;0
38;ADE+;aumentada de tamanho, medindo <var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);Adrenomegalia esquerda;ANORMAL;not_normal;ADRENAL ESQUERDA;adrenal_esquerda;0
37;FIGREA;de dimensões dentro dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade diminuída. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;;ANORMAL;not_normal;FÍGADO;figado;0
36;LPDAAG;Lobo pancreático direito aumentado de tamanho, medindo <var1> cm, heterogêneo e com ecogenicidade diminuída.;Pâncreas: provável pancreatite aguda, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
35;LPEAAG;Lobo pancreático esquerdo aumentado de tamanho, medindo <var1> cm, heterogêneo, com ecogenicidade diminuída.;Pâncreas: provável pancreatite aguda, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;PÂNCREAS;pancreas;0
34;VBPEB;preenchida por adequada quantidade de conteúdo anecogênico em parede dorsal nota-se pouca quantidade de material ecogênico depositado em fundo.;Vesícula biliar: discreta quantidade de lama biliar, podendo estar relacionada a hipofunção motora biliar (senescência) ou comorbidades que levem a alteração da composição da bile.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
33;VBDIL;repleta, paredes espessadas, medindo <var1> cm e hiperecogênicas com conteúdo anecogênico e homogêneo.;Vesícula biliar: processo inflamatório/infeccioso (colecistite).;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
32;HID;Em região inguinal direita nota-se descontinuidade de parede muscular, medindo <var1> cm aproximadamente, com conteúdo herniado no momento deste exame: gordura abdominal.;Presença de hérnia inguinal com gordura abdominal herniada no momento do exame.;ANORMAL;not_normal;OUTROS;outros;0
31;HIE;Em região inguinal esquerda nota-se descontinuidade de parede muscular, medindo <var1> cm aproximadamente, com conteúdo herniado no momento deste exame: gordura abdominal.;Presença de hérnia inguinal com gordura abdominal herniada no momento do exame.;ANORMAL;not_normal;OUTROS;outros;0
30;COLANGITE;ducto biliar comum, dilatado, medindo <var1> cm, paredes espessadas e irregulares, preenchido por conteúdo anecogênico.;Ducto biliar comum: processo inflamatório / infeccioso (colangite);ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;4
29;COLECISTITE;repleta, paredes espessadas, medindo <var1> cm e hiperecogênicas com conteúdo anecogênico e homogêneo.;;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;7
28;VBESP;repleta, paredes espessadas, medindo <var1> cm e hiperecogênicas com conteúdo anecogênico e homogêneo.;Vesícula biliar: processo inflamatório/infeccioso (colecistite).;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;2
27;VB ESP;repleta, paredes espessadas, medindo <var1> cm e hiperecogênicas com conteúdo anecogênico e homogêneo.;Vesícula biliar: processo inflamatório/infeccioso (colecistite).;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;3
26;LAMA BILIAR;preenchida por adequada quantidade de conteúdo anecogênico em parede dorsal nota-se pouca/moderada/importante quantidade de material ecogênico depositado em fundo.;Vesícula biliar: moderada/discreta/importante quantidade de lama biliar, podendo estar relacionada a hipofunção motora biliar (senilidade) ou comorbidades que levem a alteração da composição da bile.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
25;ESTASE BILIAR;preenchida por adequada quantidade de conteúdo anecogênico. Em parede dorsal nota-se moderada quantidade de material ecogênico.;Vesícula biliar: moderada quantidade de lama biliar, podendo estar relacionada a hipofunção motora biliar (senilidade) ou comorbidades que levem a alteração da composição da bile.;ANORMAL;not_normal;VESÍCULA BILIAR;vesicula_biliar;0
24;RECVI;formato mantido e localizado em topografia habitual. Com cortical irregular. Não há evidências sonográficas de hidronefrose ou imagens compatíveis com cálculos.;Rim esquerdo: não se descarta nefropatia, sugere-se exames complementares.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;2
